07/13/2025 09:33:54.980 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
07/13/2025 09:33:54.980 | DEBUG    |                             AshitaCore::AshitaCore | .ctor
07/13/2025 09:33:54.980 | DEBUG    |                             AshitaCore::Initialize | <Begin>
07/13/2025 09:33:54.980 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
07/13/2025 09:33:54.980 | DEBUG    |                             AshitaCore::Initialize | Starting initialization...
07/13/2025 09:33:54.980 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Install Path : C:\Ashita\Ashita-v4beta\
07/13/2025 09:33:54.980 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Config Script: \boot\example-retail.ini
07/13/2025 09:33:54.980 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Ashita\Ashita-v4beta\\config\boot\example-retail.ini
07/13/2025 09:33:54.981 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
07/13/2025 09:33:54.981 | DEBUG    |                             AshitaCore::Initialize | >> BOOT CONFIGURATION DUMP <<
07/13/2025 09:33:54.981 | DEBUG    |                             AshitaCore::Initialize | [ashita.launcher]
07/13/2025 09:33:54.981 | DEBUG    |                             AshitaCore::Initialize |   autoclose : 1
07/13/2025 09:33:54.981 | DEBUG    |                             AshitaCore::Initialize |   name : Example Configuration
07/13/2025 09:33:54.981 | DEBUG    |                             AshitaCore::Initialize | [ashita.boot]
07/13/2025 09:33:54.981 | DEBUG    |                             AshitaCore::Initialize |   file : 
07/13/2025 09:33:54.981 | DEBUG    |                             AshitaCore::Initialize |   gamemodule : ffximain.dll
07/13/2025 09:33:54.981 | DEBUG    |                             AshitaCore::Initialize |   script : default.txt
07/13/2025 09:33:54.981 | DEBUG    |                             AshitaCore::Initialize |   args : 
07/13/2025 09:33:54.981 | DEBUG    |                             AshitaCore::Initialize | [ashita.fonts]
07/13/2025 09:33:54.981 | DEBUG    |                             AshitaCore::Initialize |   d3d8.disable_scaling : 0
